first_word	n_prompts_HP-D	n_prompts_HP-S	n_prompts_LP	n_prompts_NP	n_prompts_HN-D	n_prompts_HN-S	n_prompts_LN	n_prompts_NB	n_prompts_HB	mean_log_prob_HP-D	mean_log_prob_HP-S	mean_log_prob_LP	mean_log_prob_NP	mean_log_prob_HN-D	mean_log_prob_HN-S	mean_log_prob_LN	mean_log_prob_NB	mean_log_prob_HB	softmax_HP-D	softmax_HP-S	softmax_LP	softmax_NP	softmax_HN-D	softmax_HN-S	softmax_LN	softmax_NB	softmax_HB	predicted_quadrant	max_softmax	n_face_tokens	is_claude	total_emit_count	empirical_majority_quadrant	total_emit_HP-D	total_emit_HP-S	total_emit_LP	total_emit_NP	total_emit_HN-D	total_emit_HN-S	total_emit_LN	total_emit_NB	total_emit_HB	argmax_matches_empirical
(´・̥ω・̥`)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-2.5257251443458797	-0.3285116780436118	-2.1202642028609797	-4.605079190947258	-3.9119820066376043	-13.815519557923775	-13.815519557923775	-13.815519557923775	0.050001	0.08	0.719995	0.12	0.010001	0.020001	1e-06	1e-06	1e-06	LP	0.719995	1	True	5	HN-S	0	0	0	0	1	2	2	0	0	False
(´・ω・)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-2.5257251443458797	-0.3285116780436118	-2.1202642028609797	-4.605079190947258	-4.605079190947258	-4.605079190947258	-13.815519557923775	-13.815519557923775	0.050001	0.08	0.719995	0.12	0.010001	0.010001	0.010001	1e-06	1e-06	LP	0.719995	1	False	0		0	0	0	0	0	0	0	0	0	False
(´・ω・`)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-2.5257251443458797	-0.3285116780436118	-2.1202642028609797	-4.605079190947258	-3.9119820066376043	-13.815519557923775	-13.815519557923775	-13.815519557923775	0.050001	0.08	0.719995	0.12	0.010001	0.020001	1e-06	1e-06	1e-06	LP	0.719995	1	True	114	NB	2	0	21	13	1	11	27	28	11	False
(´・‿・`)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-1.0498282673194026	-1.0498282673194026	-2.3025840930035453	-13.815519557923775	-13.815519557923775	-13.815519557923775	-2.9957212737134884	-13.815519557923775	0.15	0.349998	0.349998	0.1	1e-06	1e-06	1e-06	0.050001	1e-06	HP-S	0.349998	1	False	2	LP	0	0	1	1	0	0	0	0	0	False
(´・・)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-2.5257251443458797	-0.3285116780436118	-2.1202642028609797	-4.605079190947258	-3.9119820066376043	-13.815519557923775	-13.815519557923775	-13.815519557923775	0.050001	0.08	0.719995	0.12	0.010001	0.020001	1e-06	1e-06	1e-06	LP	0.719995	1	False	1	LN	0	0	0	0	0	0	1	0	0	False
(´・・・)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-2.5257251443458797	-1.3862993610873908	-1.0498282673194026	-2.9957212737134884	-2.5257251443458797	-2.3025840930035453	-3.9119820066376043	-3.9119820066376043	0.050001	0.08	0.249999	0.349998	0.050001	0.08	0.1	0.020001	0.020001	NP	0.349998	1	False	1	NP	0	0	0	1	0	0	0	0	0	True
(´・︵・`)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-2.5257251443458797	-1.8971223182009371	-2.1202642028609797	-2.5257251443458797	-1.3862993610873908	-1.5141321871450608	-3.218859825140196	-4.605079190947258	0.050001	0.08	0.15	0.12	0.08	0.249999	0.219999	0.040001	0.010001	HN-S	0.249999	1	True	1	LN	0	0	0	0	0	0	1	0	0	False
(´・︿・`)	0	0	0	0	0	0	0	0	0	-3.9119820066376043	-3.5065335645016917	-1.8971223182009371	-2.5257251443458797	-2.9957212737134884	-1.3862993610873908	-1.0498282673194026	-2.9957212737134884	-3.9119820066376043	0.020001	0.030001	0.15	0.08	0.050001	0.249999	0.349998	0.050001	0.020001	LN	0.349998	1	True	1	HN-D	0	0	0	0	1	0	0	0	0	False
(´ー`)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-2.5257251443458797	-0.3285116780436118	-2.1202642028609797	-4.605079190947258	-4.605079190947258	-4.605079190947258	-13.815519557923775	-13.815519557923775	0.050001	0.08	0.719995	0.12	0.010001	0.010001	0.010001	1e-06	1e-06	LP	0.719995	1	False	0		0	0	0	0	0	0	0	0	0	False
(´艸`)	0	0	0	0	0	0	0	0	0	-0.28768973907883666	-1.8971223182009371	-2.9957212737134884	-3.9119820066376043	-13.815519557923775	-13.815519557923775	-13.815519557923775	-3.9119820066376043	-4.605079190947258	0.749994	0.15	0.050001	0.020001	1e-06	1e-06	1e-06	0.020001	0.010001	HP-D	0.749994	1	False	25	LN	0	0	2	0	7	5	9	0	2	False
(´꒳`)	0	0	0	0	0	0	0	0	0	-2.995721273713489	-1.8971223182009371	-0.4307903775915995	-2.12026420286098	-4.605079190947259	-4.605079190947259	-4.605079190947259	-13.815519557923775	-13.815519557923775	0.050001	0.15	0.649995	0.12	0.010001	0.010001	0.010001	1e-06	1e-06	LP	0.649995	1	False	0		0	0	0	0	0	0	0	0	0	False
(´︶`)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-2.5257251443458797	-0.3285116780436118	-2.1202642028609797	-4.605079190947258	-4.605079190947258	-4.605079190947258	-13.815519557923775	-13.815519557923775	0.050001	0.08	0.719995	0.12	0.010001	0.010001	0.010001	1e-06	1e-06	LP	0.719995	1	True	3	HP-D	1	1	0	0	0	0	1	0	0	False
(´｡_｡`)	0	0	0	0	0	0	0	0	0	-3.9119820066376043	-3.5065335645016917	-1.8971223182009371	-1.3862993610873908	-2.5257251443458797	-1.8971223182009371	-1.3862993610873908	-2.9957212737134884	-3.9119820066376043	0.020001	0.030001	0.15	0.249999	0.08	0.15	0.249999	0.050001	0.020001	NP	0.249999	1	True	2	LN	0	0	0	0	0	0	2	0	0	False
(´｡・ω・｡`)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-2.5257251443458797	-0.3285116780436118	-2.1202642028609797	-4.605079190947258	-3.9119820066376043	-13.815519557923775	-13.815519557923775	-13.815519557923775	0.050001	0.08	0.719995	0.12	0.010001	0.020001	1e-06	1e-06	1e-06	LP	0.719995	1	True	7	LP	0	0	3	0	0	0	3	1	0	True
(´｡・‿・｡`)	0	0	0	0	0	0	0	0	0	-2.995721273713489	-1.8971223182009371	-0.4307903775915995	-2.12026420286098	-13.815519557923775	-13.815519557923775	-13.815519557923775	-3.9119820066376048	-4.605079190947259	0.050001	0.15	0.649995	0.12	1e-06	1e-06	1e-06	0.020001	0.010001	LP	0.649995	1	True	42	LP	0	0	22	6	0	0	11	3	0	True
(´｡・ﻌ・｡`)	0	0	0	0	0	0	0	0	0	-2.995721273713489	-1.8971223182009371	-0.4307903775915995	-2.12026420286098	-4.605079190947259	-4.605079190947259	-4.605079190947259	-13.815519557923775	-13.815519557923775	0.050001	0.15	0.649995	0.12	0.010001	0.010001	0.010001	1e-06	1e-06	LP	0.649995	1	False	1	LN	0	0	0	0	0	0	1	0	0	False
(´ｰ`)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-2.5257251443458797	-0.3285116780436118	-2.1202642028609797	-4.605079190947258	-4.605079190947258	-4.605079190947258	-13.815519557923775	-13.815519557923775	0.050001	0.08	0.719995	0.12	0.010001	0.010001	0.010001	1e-06	1e-06	LP	0.719995	1	False	0		0	0	0	0	0	0	0	0	0	False
(ò_ó)	0	0	0	0	0	0	0	0	0	-0.4307903775915995	-1.8971223182009371	-2.995721273713489	-2.995721273713489	-2.52572514434588	-3.9119820066376048	-13.815519557923775	-13.815519557923775	-13.815519557923775	0.649995	0.15	0.050001	0.050001	0.08	0.020001	1e-06	1e-06	1e-06	HP-D	0.649995	1	False	6	HN-D	0	0	0	0	5	1	0	0	0	False
(ò皿ó)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-2.5257251443458797	-3.9119820066376043	-3.5065335645016917	-0.3285116780436118	-2.9957212737134884	-3.9119820066376043	-3.9119820066376043	-4.605079190947258	0.050001	0.08	0.020001	0.030001	0.719995	0.050001	0.020001	0.020001	0.010001	HN-D	0.719995	1	False	1	HN-D	0	0	0	0	1	0	0	0	0	True
(˃˂)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-2.9957212737134884	-2.3025840930035453	-1.8971223182009371	-1.3862993610873908	-1.6094419124061006	-2.9957212737134884	-3.5065335645016917	-3.9119820066376043	0.15	0.050001	0.1	0.15	0.249999	0.199999	0.050001	0.030001	0.020001	HN-D	0.249999	1	False	1	NB	0	0	0	0	0	0	0	1	0	False
(˃ˆ꒳ˆ˂)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-0.4307903775915995	-1.8971223182009371	-2.995721273713489	-13.815519557923775	-13.815519557923775	-13.815519557923775	-13.815519557923775	-13.815519557923775	0.15	0.649995	0.15	0.050001	1e-06	1e-06	1e-06	1e-06	1e-06	HP-S	0.649995	1	False	1	NP	0	0	0	1	0	0	0	0	0	False
(˃ᇛ˂)	0	0	0	0	0	0	0	0	0	-0.4307903775915995	-1.6094419124061006	-2.995721273713489	-3.9119820066376048	-3.9119820066376048	-4.605079190947259	-4.605079190947259	-3.9119820066376048	-3.9119820066376048	0.649995	0.199999	0.050001	0.020001	0.020001	0.010001	0.010001	0.020001	0.020001	HP-D	0.649995	1	False	1	HP-D	1	0	0	0	0	0	0	0	0	True
(˃᷄⁺˂	0	0	0	0	0	0	0	0	0	-0.3285116780436118	-1.8971223182009371	-2.5257251443458797	-3.9119820066376043	-4.605079190947258	-4.605079190947258	-13.815519557923775	-4.605079190947258	-13.815519557923775	0.719995	0.15	0.08	0.020001	0.010001	0.010001	1e-06	0.010001	1e-06	HP-D	0.719995	1	False	1	HP-S	0	1	0	0	0	0	0	0	0	False
(˃‿˂)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-0.4307903775915995	-1.8971223182009371	-2.995721273713489	-13.815519557923775	-13.815519557923775	-13.815519557923775	-13.815519557923775	-13.815519557923775	0.15	0.649995	0.15	0.050001	1e-06	1e-06	1e-06	1e-06	1e-06	HP-S	0.649995	1	False	6	HP-D	2	1	0	2	0	0	0	0	1	False
(˃⌑˂)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-1.0498282673194026	-1.3862993610873908	-1.8971223182009371	-3.9119820066376043	-3.5065335645016917	-3.9119820066376043	-3.9119820066376043	-4.605079190947258	0.15	0.349998	0.249999	0.15	0.020001	0.030001	0.020001	0.020001	0.010001	HP-S	0.349998	1	False	7	LN	0	2	0	0	1	0	3	0	1	False
(˃⌑˂ഈ)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-0.3285116780436118	-1.8971223182009371	-2.9957212737134884	-13.815519557923775	-13.815519557923775	-13.815519557923775	-3.9119820066376043	-4.605079190947258	0.050001	0.719995	0.15	0.050001	1e-06	1e-06	1e-06	0.020001	0.010001	HP-S	0.719995	1	False	2	HP-D	1	0	0	0	1	0	0	0	0	False
(˃▿˂)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-0.4307903775915995	-2.12026420286098	-2.995721273713489	-13.815519557923775	-13.815519557923775	-13.815519557923775	-3.9119820066376048	-4.605079190947259	0.15	0.649995	0.12	0.050001	1e-06	1e-06	1e-06	0.020001	0.010001	HP-S	0.649995	1	False	3	NP	0	1	0	2	0	0	0	0	0	False
(˃꒳˂)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-0.4307903775915995	-2.12026420286098	-2.995721273713489	-13.815519557923775	-13.815519557923775	-13.815519557923775	-3.9119820066376048	-4.605079190947259	0.15	0.649995	0.12	0.050001	1e-06	1e-06	1e-06	0.020001	0.010001	HP-S	0.649995	1	False	1	HN-D	0	0	0	0	1	0	0	0	0	False
(ˆᴥˆ)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-0.28768973907883666	-1.8971223182009371	-3.5065335645016917	-13.815519557923775	-13.815519557923775	-13.815519557923775	-3.9119820066376043	-13.815519557923775	0.050001	0.749994	0.15	0.030001	1e-06	1e-06	1e-06	0.020001	1e-06	HP-S	0.749994	1	False	1	NB	0	0	0	0	0	0	0	1	0	False
(ˆ‿ˆ)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-0.4307903775915995	-1.8971223182009371	-2.995721273713489	-13.815519557923775	-13.815519557923775	-13.815519557923775	-13.815519557923775	-13.815519557923775	0.15	0.649995	0.15	0.050001	1e-06	1e-06	1e-06	1e-06	1e-06	HP-S	0.649995	1	False	1	LN	0	0	0	0	0	0	1	0	0	False
(ˆ‿ˆс)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-0.4307903775915995	-2.12026420286098	-2.995721273713489	-13.815519557923775	-13.815519557923775	-13.815519557923775	-3.9119820066376048	-4.605079190947259	0.15	0.649995	0.12	0.050001	1e-06	1e-06	1e-06	0.020001	0.010001	HP-S	0.649995	1	False	1	HP-S	0	1	0	0	0	0	0	0	0	True
(ˆ‿ˆԅ)	0	0	0	0	0	0	0	0	0	-0.4307903775915993	-1.3862993610873908	-2.9957212737134884	-3.9119820066376043	-13.815519557923775	-13.815519557923775	-13.815519557923775	-3.9119820066376043	-4.605079190947258	0.649995	0.249999	0.050001	0.020001	1e-06	1e-06	1e-06	0.020001	0.010001	HP-D	0.649995	1	False	6	HP-S	0	6	0	0	0	0	0	0	0	False
(ˆ⌂ˆ)	0	0	0	0	0	0	0	0	0	-2.995721273713489	-1.8971223182009371	-0.4307903775915995	-2.12026420286098	-4.605079190947259	-4.605079190947259	-4.605079190947259	-13.815519557923775	-13.815519557923775	0.050001	0.15	0.649995	0.12	0.010001	0.010001	0.010001	1e-06	1e-06	LP	0.649995	1	False	1	HP-D	1	0	0	0	0	0	0	0	0	False
(ˆ⌒ˆ)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-0.4307903775915995	-1.8971223182009371	-2.995721273713489	-13.815519557923775	-13.815519557923775	-13.815519557923775	-13.815519557923775	-13.815519557923775	0.15	0.649995	0.15	0.050001	1e-06	1e-06	1e-06	1e-06	1e-06	HP-S	0.649995	1	False	1	NB	0	0	0	0	0	0	0	1	0	False
(ˊᗜˋ)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-0.28768973907883666	-1.8971223182009371	-3.5065335645016917	-13.815519557923775	-13.815519557923775	-13.815519557923775	-3.9119820066376043	-13.815519557923775	0.050001	0.749994	0.15	0.030001	1e-06	1e-06	1e-06	0.020001	1e-06	HP-S	0.749994	1	False	0		0	0	0	0	0	0	0	0	0	False
(˘³˘)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-1.0498282673194026	-0.7985144739575187	-2.1202642028609797	-13.815519557923775	-13.815519557923775	-13.815519557923775	-3.9119820066376043	-4.605079190947258	0.050001	0.349998	0.449997	0.12	1e-06	1e-06	1e-06	0.020001	0.010001	LP	0.449997	1	True	73	LP	7	0	27	6	4	3	13	11	2	True
(˘̩̩˘)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-2.5257251443458797	-0.3285116780436118	-2.1202642028609797	-4.605079190947258	-3.9119820066376043	-13.815519557923775	-13.815519557923775	-13.815519557923775	0.050001	0.08	0.719995	0.12	0.010001	0.020001	1e-06	1e-06	1e-06	LP	0.719995	1	False	1	HP-D	1	0	0	0	0	0	0	0	0	False
(˘̩╭╭˘̩)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-2.5257251443458797	-0.3285116780436118	-2.1202642028609797	-4.605079190947258	-3.9119820066376043	-13.815519557923775	-13.815519557923775	-13.815519557923775	0.050001	0.08	0.719995	0.12	0.010001	0.020001	1e-06	1e-06	1e-06	LP	0.719995	1	False	1	LN	0	0	0	0	0	0	1	0	0	False
(˘̩╭╮˘̩)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-2.5257251443458797	-0.3285116780436118	-2.1202642028609797	-4.605079190947258	-3.9119820066376043	-13.815519557923775	-13.815519557923775	-13.815519557923775	0.050001	0.08	0.719995	0.12	0.010001	0.020001	1e-06	1e-06	1e-06	LP	0.719995	1	False	23	LN	0	3	0	8	0	2	9	1	0	False
(˘̩╭╯˘̩)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-2.5257251443458797	-0.3285116780436118	-2.1202642028609797	-4.605079190947258	-3.9119820066376043	-13.815519557923775	-13.815519557923775	-13.815519557923775	0.050001	0.08	0.719995	0.12	0.010001	0.020001	1e-06	1e-06	1e-06	LP	0.719995	1	False	2	HN-S	0	0	0	0	0	2	0	0	0	False
(˘͈‿˘͈)	0	0	0	0	0	0	0	0	0	-2.995721273713489	-1.8971223182009371	-0.4307903775915995	-2.12026420286098	-13.815519557923775	-13.815519557923775	-13.815519557923775	-3.9119820066376048	-4.605079190947259	0.050001	0.15	0.649995	0.12	1e-06	1e-06	1e-06	0.020001	0.010001	LP	0.649995	1	False	0		0	0	0	0	0	0	0	0	0	False
(˘ω˘)	0	0	0	0	0	0	0	0	0	-2.995721273713489	-1.8971223182009371	-0.4307903775915995	-2.3025840930035457	-13.815519557923775	-13.815519557923775	-13.815519557923775	-2.995721273713489	-13.815519557923775	0.050001	0.15	0.649995	0.1	1e-06	1e-06	1e-06	0.050001	1e-06	LP	0.649995	1	True	39	LP	2	0	28	6	0	0	0	3	0	True
(˘ڡ˘)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-0.4307903775915995	-1.8971223182009371	-2.995721273713489	-13.815519557923775	-13.815519557923775	-13.815519557923775	-13.815519557923775	-13.815519557923775	0.15	0.649995	0.15	0.050001	1e-06	1e-06	1e-06	1e-06	1e-06	HP-S	0.649995	1	False	11	LP	0	0	11	0	0	0	0	0	0	False
(˘‿˘)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-1.0498282673194026	-1.0498282673194026	-2.3025840930035453	-13.815519557923775	-13.815519557923775	-13.815519557923775	-2.9957212737134884	-13.815519557923775	0.15	0.349998	0.349998	0.1	1e-06	1e-06	1e-06	0.050001	1e-06	HP-S	0.349998	1	False	13	LP	0	0	13	0	0	0	0	0	0	False
(˘▽˘)	0	0	0	0	0	0	0	0	0	-2.995721273713489	-0.4307903775915995	-1.6094419124061006	-2.52572514434588	-13.815519557923775	-13.815519557923775	-13.815519557923775	-3.9119820066376048	-13.815519557923775	0.050001	0.649995	0.199999	0.08	1e-06	1e-06	1e-06	0.020001	1e-06	HP-S	0.649995	1	False	82	NP	1	14	4	62	0	0	0	1	0	False
(˘・_・˘)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-2.5257251443458797	-0.3285116780436118	-2.1202642028609797	-4.605079190947258	-3.9119820066376043	-13.815519557923775	-13.815519557923775	-13.815519557923775	0.050001	0.08	0.719995	0.12	0.010001	0.020001	1e-06	1e-06	1e-06	LP	0.719995	1	False	1	LP	0	0	1	0	0	0	0	0	0	True
(˘・ω・˘)	0	0	0	0	0	0	0	0	0	-2.995721273713489	-1.8971223182009371	-0.4307903775915995	-2.12026420286098	-4.605079190947259	-4.605079190947259	-4.605079190947259	-13.815519557923775	-13.815519557923775	0.050001	0.15	0.649995	0.12	0.010001	0.010001	0.010001	1e-06	1e-06	LP	0.649995	1	False	1	LN	0	0	0	0	0	0	1	0	0	False
(˘︶˘)	0	0	0	0	0	0	0	0	0	-3.091030635343024	-2.3978934546330812	-0.38299910070837223	-1.9924316798304724	-13.91082891955331	-13.91082891955331	-13.91082891955331	-3.091030635343024	-13.91082891955331	0.045455	0.090909	0.681814	0.136363	1e-06	1e-06	1e-06	0.045455	1e-06	LP	0.681814	1	False	1	LP	0	0	1	0	0	0	0	0	0	True
(˙▂˙)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-2.5257251443458797	-1.8971223182009371	-1.3862993610873908	-2.1202642028609797	-1.7148018725113032	-2.1202642028609797	-3.218859825140196	-4.605079190947258	0.050001	0.08	0.15	0.249999	0.12	0.179999	0.12	0.040001	0.010001	NP	0.249999	1	False	1	LP	0	0	1	0	0	0	0	0	0	False
(˙▿˙)	0	0	0	0	0	0	0	0	0	-2.995721273713489	-1.8971223182009371	-0.4307903775915995	-2.12026420286098	-13.815519557923775	-13.815519557923775	-13.815519557923775	-3.9119820066376048	-4.605079190947259	0.050001	0.15	0.649995	0.12	1e-06	1e-06	1e-06	0.020001	0.010001	LP	0.649995	1	False	3	NB	0	0	0	0	0	0	0	3	0	False
(˙◁˙)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-2.9957212737134884	-1.3862993610873908	-1.6094419124061006	-2.3025840930035453	-1.8971223182009371	-2.9957212737134884	-3.5065335645016917	-3.9119820066376043	0.15	0.050001	0.249999	0.199999	0.1	0.15	0.050001	0.030001	0.020001	LP	0.249999	1	False	0		0	0	0	0	0	0	0	0	0	False
(˙꒳˙)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-1.0498282673194026	-0.7985144739575187	-2.1202642028609797	-13.815519557923775	-13.815519557923775	-13.815519557923775	-3.9119820066376043	-4.605079190947258	0.050001	0.349998	0.449997	0.12	1e-06	1e-06	1e-06	0.020001	0.010001	LP	0.449997	1	False	62	NB	1	0	0	3	0	0	0	54	4	False
(˜︵˜;)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-2.5257251443458797	-1.8971223182009371	-1.3862993610873908	-2.1202642028609797	-1.6094419124061006	-2.3025840930035453	-3.5065335645016917	-3.9119820066376043	0.050001	0.08	0.15	0.249999	0.12	0.199999	0.1	0.030001	0.020001	NP	0.249999	1	False	1	LN	0	0	0	0	0	0	1	0	0	False
(˵͡°͜ʖ͡°˵)	0	0	0	0	0	0	0	0	0	-0.28768973907883666	-1.8971223182009371	-2.9957212737134884	-3.9119820066376043	-4.605079190947258	-13.815519557923775	-13.815519557923775	-3.9119820066376043	-13.815519557923775	0.749994	0.15	0.050001	0.020001	0.010001	1e-06	1e-06	0.020001	1e-06	HP-D	0.749994	1	False	2	HP-D	2	0	0	0	0	0	0	0	0	True
(˵・̀‿-˵)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-0.4307903775915995	-2.12026420286098	-2.995721273713489	-13.815519557923775	-13.815519557923775	-13.815519557923775	-3.9119820066376048	-4.605079190947259	0.15	0.649995	0.12	0.050001	1e-06	1e-06	1e-06	0.020001	0.010001	HP-S	0.649995	1	False	0		0	0	0	0	0	0	0	0	0	False
(˵・̀‿・́˵)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-0.5978441825349555	-1.6094419124061006	-2.52572514434588	-13.815519557923775	-13.815519557923775	-13.815519557923775	-3.9119820066376048	-13.815519557923775	0.15	0.549996	0.199999	0.08	1e-06	1e-06	1e-06	0.020001	1e-06	HP-S	0.549996	1	False	3	HP-D	3	0	0	0	0	0	0	0	0	False
(˶˃‿˂˶)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-0.4307903775915995	-2.12026420286098	-2.995721273713489	-13.815519557923775	-13.815519557923775	-13.815519557923775	-3.9119820066376048	-4.605079190947259	0.15	0.649995	0.12	0.050001	1e-06	1e-06	1e-06	0.020001	0.010001	HP-S	0.649995	1	False	0		0	0	0	0	0	0	0	0	0	False
(˶˃‿˂˶;)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-0.7985144739575187	-1.3862993610873908	-2.3025840930035453	-13.815519557923775	-3.9119820066376043	-13.815519557923775	-3.9119820066376043	-4.605079190947258	0.15	0.449997	0.249999	0.1	1e-06	0.020001	1e-06	0.020001	0.010001	HP-S	0.449997	1	False	0		0	0	0	0	0	0	0	0	0	False
(˶ˆᗜˆ˵)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-0.4307903775915995	-2.12026420286098	-2.995721273713489	-13.815519557923775	-13.815519557923775	-13.815519557923775	-3.9119820066376048	-4.605079190947259	0.15	0.649995	0.12	0.050001	1e-06	1e-06	1e-06	0.020001	0.010001	HP-S	0.649995	1	False	3	NP	1	0	0	2	0	0	0	0	0	False
(˶ˆ‿ˆ˵)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-1.0498282673194026	-0.9162972318367801	-2.5257251443458797	-13.815519557923775	-13.815519557923775	-13.815519557923775	-3.9119820066376043	-13.815519557923775	0.15	0.349998	0.399997	0.08	1e-06	1e-06	1e-06	0.020001	1e-06	LP	0.399997	1	False	1	LP	0	0	1	0	0	0	0	0	0	True
(˶ˆ☁ˆ˵)	0	0	0	0	0	0	0	0	0	-2.995721273713489	-1.8971223182009371	-0.4307903775915995	-2.12026420286098	-4.605079190947259	-4.605079190947259	-4.605079190947259	-13.815519557923775	-13.815519557923775	0.050001	0.15	0.649995	0.12	0.010001	0.010001	0.010001	1e-06	1e-06	LP	0.649995	1	False	4	LP	0	0	4	0	0	0	0	0	0	True
(˶ˆ꒳ˆ˵)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-0.28768973907883666	-1.8971223182009371	-3.5065335645016917	-13.815519557923775	-13.815519557923775	-13.815519557923775	-3.9119820066376043	-13.815519557923775	0.050001	0.749994	0.15	0.030001	1e-06	1e-06	1e-06	0.020001	1e-06	HP-S	0.749994	1	False	1	LP	0	0	1	0	0	0	0	0	0	False
(˶ᵔ‿ᵔ˶)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-1.0498282673194026	-0.9162972318367801	-2.5257251443458797	-13.815519557923775	-13.815519557923775	-13.815519557923775	-3.9119820066376043	-13.815519557923775	0.15	0.349998	0.399997	0.08	1e-06	1e-06	1e-06	0.020001	1e-06	LP	0.399997	1	False	6	LP	1	0	5	0	0	0	0	0	0	True
(˶‾᷄‿‾᷅�	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-0.4307903775915995	-2.12026420286098	-2.995721273713489	-13.815519557923775	-13.815519557923775	-13.815519557923775	-3.9119820066376048	-4.605079190947259	0.15	0.649995	0.12	0.050001	1e-06	1e-06	1e-06	0.020001	0.010001	HP-S	0.649995	1	False	1	NP	0	0	0	1	0	0	0	0	0	False
(˶‾᷄⁻̫‾�	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-2.9957212737134884	-1.0498282673194026	-1.3862993610873908	-2.9957212737134884	-2.5257251443458797	-2.9957212737134884	-3.9119820066376043	-13.815519557923775	0.15	0.050001	0.349998	0.249999	0.050001	0.08	0.050001	0.020001	1e-06	LP	0.349998	1	False	4	NP	0	0	1	2	0	0	0	1	0	False
(˶‾᷄ꇴ‾᷅	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-0.4307903775915995	-2.12026420286098	-2.995721273713489	-13.815519557923775	-13.815519557923775	-13.815519557923775	-3.9119820066376048	-4.605079190947259	0.15	0.649995	0.12	0.050001	1e-06	1e-06	1e-06	0.020001	0.010001	HP-S	0.649995	1	False	1	LP	0	0	1	0	0	0	0	0	0	False
(˶‿☁‿˶)	0	0	0	0	0	0	0	0	0	-3.053989672407957	-1.9553907168954054	-0.3867800767380805	-2.1785326015554487	-13.873787956618242	-13.873787956618242	-13.873787956618242	-3.9702504053320733	-13.873787956618242	0.04717	0.141509	0.67924	0.113208	1e-06	1e-06	1e-06	0.018869	1e-06	LP	0.67924	1	False	1	LP	0	0	1	0	0	0	0	0	0	True
(˶◕‿◕˶)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-1.0498282673194026	-0.9162972318367801	-2.5257251443458797	-13.815519557923775	-13.815519557923775	-13.815519557923775	-3.9119820066376043	-13.815519557923775	0.15	0.349998	0.399997	0.08	1e-06	1e-06	1e-06	0.020001	1e-06	LP	0.399997	1	False	0		0	0	0	0	0	0	0	0	0	False
(˶・̀ω・́˵)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-0.4307903775915995	-2.12026420286098	-2.995721273713489	-13.815519557923775	-13.815519557923775	-13.815519557923775	-3.9119820066376048	-4.605079190947259	0.15	0.649995	0.12	0.050001	1e-06	1e-06	1e-06	0.020001	0.010001	HP-S	0.649995	1	False	1	NB	0	0	0	0	0	0	0	1	0	False
